Jump 1 (N)	
105,52	
105,65	
105,79	
106,01	
106,23	
106,64	
106,99	
107,53	
108,06	
108,78	
109,58	
110,47	
111,41	
112,52	
113,82	
115,16	
116,67	
118,28	
119,98	
121,85	
123,72	
125,78	
127,83	
130,06	
132,20	
134,52	
136,89	
139,34	
141,84	
144,38	
146,97	
149,69	
152,37	
155,23	
158,04	
160,94	
163,93	
166,96	
170,00	
173,26	
176,56	
179,86	
183,34	
186,96	
190,62	
194,37	
198,25	
202,22	
206,33	
210,48	
214,72	
219,00	
223,46	
227,93	
232,43	
237,07	
241,63	
246,18	
250,82	
255,37	
259,97	
264,61	
269,25	
273,85	
278,49	
283,13	
287,78	
292,42	
297,06	
301,61	
306,21	
310,76	
315,41	
319,96	
324,51	
329,02	
333,57	
338,17	
342,68	
347,23	
351,79	
356,34	
360,94	
365,54	
370,31	
375,04	
379,87	
384,78	
389,73	
394,82	
399,95	
405,18	
410,49	
415,80	
421,34	
426,92	
432,59	
438,30	
444,11	
450,09	
456,16	
462,32	
468,61	
475,00	
481,60	
488,26	
495,13	
502,10	
509,24	
516,51	
523,97	
531,47	
539,01	
546,69	
554,50	
562,36	
570,31	
578,34	
586,38	
594,46	
602,58	
610,66	
618,74	
626,87	
634,90	
642,98	
650,97	
658,96	
666,91	
674,81	
682,58	
690,39	
698,02	
705,61	
713,07	
720,48	
727,71	
734,81	
741,82	
748,65	
755,39	
762,04	
768,51	
774,94	
781,23	
787,48	
793,73	
799,94	
806,23	
812,48	
818,78	
825,12	
831,63	
838,11	
844,67	
851,32	
857,97	
864,71	
871,63	
878,46	
885,38	
892,30	
899,36	
906,41	
913,46	
920,65	
927,84	
935,11	
942,48	
949,89	
957,39	
964,98	
972,57	
980,25	
987,88	
995,60	
1003,33	
1011,01	
1018,68	
1026,32	
1033,82	
1041,32	
1048,68	
1055,92	
1063,06	
1069,98	
1076,76	
1083,50	
1090,07	
1096,49	
1102,79	
1109,04	
1115,11	
1121,14	
1127,03	
1132,79	
1138,46	
1144,00	
1149,40	
1154,67	
1159,80	
1164,93	
1169,89	
1174,80	
1179,62	
1184,44	
1189,13	
1193,78	
1198,46	
1203,11	
1207,79	
1212,48	
1217,26	
1222,04	
1226,90	
1231,77	
1236,72	
1241,68	
1246,64	
1251,68	
1256,68	
1261,77	
1266,86	
1271,99	
1277,08	
1282,22	
1287,35	
1292,49	
1297,62	
1302,62	
1307,71	
1312,80	
1317,93	
1322,98	
1328,02	
1333,20	
1338,34	
1343,51	
1348,78	
1354,05	
1359,45	
1364,94	
1370,48	
1376,15	
1381,82	
1387,71	
1393,70	
1399,59	
1405,57	
1411,64	
1417,72	
1423,70	
1429,64	
1435,57	
1441,29	
1446,96	
1452,58	
1458,08	
1463,48	
1468,88	
1474,15	
1479,42	
1484,59	
1489,82	
1495,00	
1500,13	
1505,22	
1510,31	
1515,45	
1520,54	
1525,58	
1530,67	
1535,76	
1540,85	
1545,94	
1551,16	
1556,34	
1561,66	
1567,01	
1572,51	
1578,13	
1583,80	
1589,56	
1595,41	
1601,26	
1607,11	
1613,09	
1618,99	
1624,88	
1630,77	
1636,67	
1642,52	
1648,32	
1654,13	
1659,89	
1665,56	
1671,32	
1676,94	
1682,48	
1688,11	
1693,60	
1699,18	
1704,72	
1710,21	
1715,74	
1721,37	
1727,00	
1732,62	
1738,38	
1744,14	
1749,90	
1755,75	
1761,55	
1767,54	
1773,47	
1779,37	
1785,31	
1791,24	
1797,14	
1802,90	
1808,66	
1814,28	
1819,77	
1825,09	
1830,26	
1835,26	
1840,09	
1844,68	
1849,10	
1853,30	
1857,36	
1861,25	
1864,86	
1868,35	
1871,65	
1874,77	
1877,72	
1880,58	
1883,30	
1885,80	
1888,26	
1890,58	
1892,76	
1894,86	
1896,87	
1898,75	
1900,58	
1902,23	
1903,88	
1905,35	
1906,78	
1907,99	
1909,10	
1910,13	
1910,94	
1911,61	
1912,10	
1912,41	
1912,54	
1912,63	
1912,50	
1912,23	
1911,74	
1911,11	
1910,36	
1909,51	
1908,48	
1907,23	
1905,89	
1904,37	
1902,68	
1900,85	
1898,93	
1896,83	
1894,64	
1892,36	
1890,00	
1887,59	
1885,13	
1882,58	
1880,08	
1877,45	
1874,82	
1872,14	
1869,37	
1866,60	
1863,66	
1860,75	
1857,72	
1854,50	
1851,29	
1847,89	
1844,41	
1840,75	
1837,09	
1833,25	
1829,32	
1825,35	
1821,33	
1817,22	
1813,16	
1809,05	
1804,86	
1800,75	
1796,46	
1792,22	
1787,94	
1783,56	
1779,18	
1774,76	
1770,26	
1765,79	
1761,19	
1756,68	
1752,09	
1747,58	
1743,07	
1738,51	
1734,00	
1729,54	
1725,03	
1720,57	
1716,01	
1711,55	
1707,00	
1702,40	
1697,80	
1693,16	
1688,56	
1683,83	
1679,05	
1674,32	
1669,54	
1664,72	
1659,90	
1655,12	
1650,25	
1645,48	
1640,70	
1635,88	
1631,10	
1626,32	
1621,55	
1616,77	
1611,95	
1607,13	
1602,30	
1597,44	
1592,53	
1587,71	
1582,79	
1577,93	
1573,11	
1568,20	
1563,37	
1558,55	
1553,73	
1548,86	
1544,04	
1539,22	
1534,31	
1529,40	
1524,53	
1519,58	
1514,75	
1509,80	
1504,89	
1500,07	
1495,24	
1490,47	
1485,64	
1480,96	
1476,22	
1471,54	
1466,80	
1462,16	
1457,52	
1452,83	
1448,14	
1443,50	
1438,85	
1434,21	
1429,66	
1425,10	
1420,55	
1416,04	
1411,62	
1407,25	
1402,96	
1398,72	
1394,48	
1390,37	
1386,35	
1382,38	
1378,49	
1374,70	
1370,90	
1367,29	
1363,58	
1360,05	
1356,57	
1353,18	
1349,83	
1346,57	
1343,45	
1340,41	
1337,51	
1334,74	
1332,11	
1329,61	
1327,20	
1325,01	
1322,91	
1320,95	
1319,16	
1317,46	
1315,90	
1314,43	
1313,13	
1311,84	
1310,72	
1309,65	
1308,58	
1307,60	
1306,71	
1305,81	
1304,92	
1304,07	
1303,31	
1302,46	
1301,75	
1301,12	
1300,45	
1299,87	
1299,43	
1299,07	
1298,80	
1298,67	
1298,62	
1298,71	
1298,85	
1298,98	
1299,25	
1299,65	
1300,10	
1300,59	
1301,17	
1301,75	
1302,42	
1303,14	
1303,81	
1304,52	
1305,28	
1305,95	
1306,66	
1307,42	
1308,18	
1309,03	
1309,88	
1310,77	
1311,75	
1312,78	
1313,85	
1314,97	
1316,13	
1317,29	
1318,45	
1319,66	
1320,77	
1321,89	
1323,10	
1324,30	
1325,51	
1326,71	
1328,01	
1329,21	
1330,46	
1331,72	
1333,01	
1334,31	
1335,60	
1336,90	
1338,24	
1339,58	
1340,96	
1342,34	
1343,68	
1345,02	
1346,41	
1347,79	
1349,13	
1350,47	
1351,81	
1353,20	
1354,45	
1355,79	
1357,08	
1358,38	
1359,72	
1361,10	
1362,40	
1363,74	
1365,08	
1366,37	
1367,62	
1368,87	
1369,99	
1371,06	
1372,09	
1372,98	
1373,78	
1374,63	
1375,35	
1376,11	
1376,78	
1377,49	
1378,07	
1378,65	
1379,23	
1379,77	
1380,35	
1380,75	
1381,15	
1381,42	
1381,65	
1381,78	
1381,82	
1381,65	
1381,42	
1381,24	
1380,89	
1380,57	
1380,13	
1379,73	
1379,28	
1378,75	
1378,12	
1377,32	
1376,38	
1375,40	
1374,15	
1372,81	
1371,24	
1369,55	
1367,67	
1365,66	
1363,61	
1361,33	
1358,97	
1356,56	
1353,97	
1351,33	
1348,52	
1345,53	
1342,36	
1338,92	
1335,26	
1331,37	
1327,22	
1322,80	
1318,07	
1313,11	
1307,93	
1302,31	
1296,46	
1290,30	
1283,78	
1276,99	
1269,71	
1261,99	
1253,86	
1245,25	
1236,09	
1226,40	
1216,13	
1205,37	
1194,08	
1182,24	
1169,88	
1157,11	
1143,80	
1129,87	
1115,54	
1100,63	
1085,09	
1068,84	
1051,87	
1034,19	
1015,57	
996,11	
975,66	
954,23	
931,77	
908,16	
883,38	
857,48	
830,43	
802,26	
772,93	
742,62	
711,37	
679,32	
646,51	
613,25	
579,69	
545,94	
512,20	
478,72	
445,56	
413,02	
381,16	
350,01	
319,70	
290,29	
261,82	
234,38	
207,91	
182,61	
158,51	
135,53	
113,89	
93,62	
74,75	
57,30	
41,41	
26,95	
14,14	
2,85	
-6,88	
-14,87	
-21,39	
-26,17	
-29,34	
-30,99	
-31,13	
-29,92	
-27,43	
-23,86	
-19,35	
-14,18	
-8,61	
-2,85	
2,72	
8,03	
12,67	
16,42	
19,23	
20,92	
21,50	
20,92	
19,32	
16,86	
13,70	
10,04	
6,11	
2,05	
-1,74	
-5,22	
-8,12	
-10,44	
-12,04	
-12,94	
-12,94	
-12,36	
-10,97	
-9,06	
-6,65	
-3,93	
-0,98	
1,92	
4,64	
7,09	
9,06	
10,44	
11,29	
11,46	
11,02	
10,04	
8,48	
6,65	
4,55	
2,32	
0,18	
-1,87	
-3,70	
-5,13	
-6,20	
-6,82	
-7,00	
-6,74	
-6,02	
-5,04	
-3,79	
-2,36	
-0,80	
0,80	
2,27	
3,61	
4,73	
5,58	
6,11	
6,38	
6,29	
5,89	
5,17	
4,24	
3,08	
1,87	
0,62	
-0,63	
-1,70	
-2,59	
-3,21	
-3,52	
-3,57	
-3,39	
-2,99	
-2,32	
-1,43	
-0,49	
0,45	
1,43	
2,32	
3,04	
3,62	
4,02	
4,11	
4,06	
3,80	
3,26	
2,55	
1,79	
0,85	
-0,08	
-1,06	
-1,87	
-2,63	
-3,16	
-3,47	
-3,61	
-3,56	
-3,21	
-2,67	
-2,00	
-1,25	
-0,35	
0,49	
1,34	
2,05	
2,54	
3,03	
3,26	
3,30	
3,17	
2,94	
2,54	
2,05	
1,52	
0,98	
0,31	
-0,18	
-0,71	
-1,12	
-1,38	
-1,52	
-1,61	
-1,56	
-1,38	
-1,12	
-0,85	
-0,54	
-0,13	
0,27	
0,67	
0,98	
1,25	
1,52	
1,61	
1,74	
1,69	
1,61	
1,43	
1,20	
0,94	
0,62	
0,27	
-0,09	
-0,36	
-0,62	
-0,71	
-0,85	
-0,85	
-0,85	
-0,67	
-0,49	
-0,27	
0,00	
0,27	
0,49	
0,71	
0,94	
1,07	
1,21	
1,16	
1,12	
0,98	
0,85	
0,67	
0,40	
0,14	
-0,13	
-0,40	
-0,58	
-0,80	
-0,93	
-0,98	
-1,02	
-0,98	
-0,89	
-0,76	
-0,58	
-0,31	
-0,09	
0,18	
0,36	
0,54	
0,71	
0,85	
0,89	
0,89	
0,80	
0,71	
0,62	
0,49	
0,27	
0,13	
0,00	
-0,18	
-0,27	
-0,36	
-0,49	
-0,49	
-0,45	
-0,40	
-0,36	
-0,36	
-0,22	
-0,13	
0,00	
0,13	
0,22	
0,31	
0,45	
0,54	
0,58	
0,62	
0,62	
0,49	
0,40	
0,27	
0,13	
-0,04	
-0,18	
-0,31	
-0,36	
-0,49	
-0,53	
-0,58	
-0,58	
-0,53	
-0,45	
-0,36	
-0,22	
-0,13	
0,00	
0,09	
0,22	
0,27	
0,31	
0,36	
0,36	
0,31	
0,18	
0,14	
0,05	
-0,04	
-0,13	
-0,22	
-0,31	
-0,40	
-0,45	
-0,40	
-0,36	
-0,27	
-0,22	
-0,09	
-0,04	
0,13	
0,27	
0,31	
0,40	
0,40	
0,40	
0,40	
0,36	
0,22	
0,18	
0,04	
-0,04	
-0,09	
-0,18	
-0,22	
-0,27	
-0,31	
-0,31	
-0,31	
-0,31	
-0,27	
-0,22	
-0,18	
-0,09	
0,00	
0,04	
0,09	
0,09	
0,13	
0,09	
0,09	
0,00	
-0,04	
-0,04	
-0,13	
-0,18	
-0,27	
-0,36	
-0,36	
-0,45	
-0,49	
-0,58	
-0,62	
-0,62	
-0,62	
-0,58	
-0,53	
-0,49	
-0,40	
-0,31	
-0,22	
-0,13	
-0,04	
-0,04	
0,05	
0,00	
0,05	
0,05	
0,00	
-0,04	
-0,04	
-0,04	
-0,13	
-0,09	
-0,13	
-0,13	
-0,18	
-0,13	
-0,13	
-0,09	
-0,18	
-0,09	
-0,04	
0,00	
0,00	
0,04	
0,04	
0,04	
0,04	
-0,04	
-0,09	
-0,13	
-0,18	
-0,22	
-0,22	
-0,31	
-0,31	
-0,31	
-0,40	
-0,31	
-0,31	
-0,31	
-0,31	
-0,22	
-0,22	
-0,18	
-0,13	
-0,13	
-0,04	
-0,04	
-0,04	
0,05	
0,05	
0,00	
0,00	
-0,04	
-0,09	
-0,18	
-0,22	
-0,27	
-0,40	
-0,40	
-0,40	
-0,40	
-0,40	
-0,36	
-0,31	
-0,22	
-0,18	
-0,09	
-0,04	
0,04	
0,04	
0,09	
0,09	
0,09	
0,13	
0,09	
0,04	
0,09	
0,05	
0,00	
-0,04	
-0,09	
-0,18	
-0,22	
-0,27	
-0,31	
-0,31	
-0,31	
-0,31	
-0,18	
-0,18	
-0,09	
-0,04	
0,00	
-0,04	
-0,09	
-0,09	
-0,09	
-0,09	
-0,09	
-0,09	
-0,13	
-0,13	
-0,18	
-0,18	
-0,13	
-0,13	
-0,18	
-0,18	
-0,18	
-0,22	
-0,22	
-0,27	
-0,31	
-0,31	
-0,31	
-0,22	
-0,22	
-0,22	
-0,18	
-0,13	
-0,13	
-0,04	
-0,04	
-0,09	
-0,09	
-0,18	
-0,22	
-0,27	
-0,27	
-0,27	
-0,27	
-0,27	
-0,27	
-0,27	
-0,27	
-0,22	
-0,22	
-0,22	
-0,27	
-0,22	
-0,27	
-0,22	
-0,22	
-0,27	
-0,27	
-0,27	
-0,27	
-0,22	
-0,22	
-0,22	
-0,31	
-0,22	
-0,22	
-0,27	
-0,27	
-0,22	
-0,22	
-0,18	
-0,22	
-0,18	
-0,18	
-0,18	
-0,09	
-0,04	
-0,04	
0,05	
0,05	
0,09	
0,04	
0,04	
0,04	
-0,04	
-0,09	
-0,09	
-0,22	
-0,27	
-0,27	
-0,31	
-0,36	
-0,36	
-0,36	
-0,40	
-0,36	
-0,36	
-0,36	
-0,36	
-0,40	
-0,27	
-0,27	
-0,22	
-0,13	
-0,13	
-0,09	
-0,09	
-0,04	
-0,09	
-0,13	
-0,13	
-0,13	
-0,13	
-0,18	
-0,22	
-0,27	
-0,27	
-0,27	
-0,27	
-0,36	
-0,31	
-0,27	
-0,22	
-0,22	
-0,22	
-0,13	
-0,13	
-0,13	
-0,04	
-0,09	
-0,04	
-0,04	
-0,04	
-0,04	
-0,09	
-0,09	
-0,09	
-0,13	
-0,18	
-0,18	
-0,18	
-0,18	
-0,18	
-0,18	
-0,18	
-0,18	
-0,18	
-0,22	
-0,22	
-0,22	
-0,22	
-0,22	
-0,18	
-0,18	
-0,18	
-0,18	
-0,13	
-0,13	
-0,13	
-0,09	
-0,13	
-0,13	
-0,22	
-0,22	
-0,22	
-0,18	
-0,22	
-0,18	
-0,13	
-0,09	
-0,09	
-0,09	
-0,09	
-0,04	
-0,04	
-0,04	
-0,04	
-0,09	
-0,04	
-0,04	
-0,04	
-0,04	
-0,04	
0,00	
0,00	
-0,04	
0,00	
-0,04	
-0,04	
-0,09	
-0,04	
-0,04	
-0,04	
0,00	
0,00	
0,00	
0,05	
0,05	
0,05	
0,04	
0,04	
0,09	
0,09	
0,13	
0,13	
0,13	
0,13	
0,09	
0,13	
0,13	
0,13	
0,22	
0,22	
0,22	
0,27	
0,27	
0,27	
0,27	
0,31	
0,31	
0,31	
0,31	
0,27	
0,27	
0,27	
0,27	
0,31	
0,36	
0,40	
0,49	
0,58	
0,71	
1,03	
1,74	
3,44	
6,61	
12,28	
21,74	
36,70	
59,06	
90,89	
133,88	
189,10	
256,65	
336,07	
426,65	
528,07	
641,33	
769,59	
917,80	
1092,94	
1302,19	
1551,99	
1845,86	
2183,23	
2558,06	
2958,71	
3369,19	
3769,97	
4140,61	
4461,55	
4716,31	
4892,53	
4982,80	
4985,42	
4903,88	
4746,53	
4526,58	
4260,46	
3967,24	
3666,92	
3378,43	
3117,79	
2896,18	
2719,00	
2585,35	
2489,49	
2421,80	
2371,71	
2329,57	
2288,46	
2244,90	
2198,97	
2152,95	
2110,63	
2075,15	
2048,63	
2031,22	
2021,35	
2016,08	
2011,93	
2005,81	
1995,32	
1979,56	
1958,62	
1933,45	
1905,42	
1875,96	
1846,41	
1817,53	
1790,20	
1765,02	
1742,69	
1724,07	
1710,04	
1701,73	
1699,68	
1703,83	
1713,84	
1728,67	
1746,89	
1766,91	
1787,46	
1807,51	
1826,72	
1844,94	
1862,39	
1879,58	
1896,63	
1913,81	
1931,00	
1948,23	
1965,55	
1982,70	
1999,66	
2016,41	
2032,89	
2049,05	
2064,90	
2080,26	
2095,17	
2109,73	
2123,92	
2137,67	
2150,93	
2163,56	
2175,12	
2185,17	
2193,38	
2199,19	
2202,45	
2202,85	
2200,57	
2196,01	
2189,40	
2181,41	
2172,61	
2163,41	
2154,25	
2145,45	
2137,20	
2129,47	
2122,47	
2116,04	
2110,20	
2105,07	
2100,61	
2096,86	
2093,78	
2091,24	
2089,14	
2087,49	
2085,97	
2084,68	
2083,38	
2082,05	
2080,66	
2079,14	
2077,53	
2075,84	
2074,18	
2072,53	
2071,09	
2069,89	
2068,86	
2068,01	
2067,20	
2066,26	
2065,01	
2063,32	
2061,04	
2058,23	
2054,80	
2050,87	
2046,49	
2041,85	
2036,94	
2031,85	
2026,58	
2020,95	
2015,11	
2008,76	
2002,07	
1994,92	
1987,11	
1978,93	
1970,27	
1961,20	
1951,87	
1942,40	
1932,84	
1923,29	
1913,78	
1904,31	
1894,89	
1885,51	
1875,96	
1866,23	
1856,18	
1846,05	
1835,82	
1825,60	
1815,69	
1806,18	
1797,16	
1788,90	
1781,26	
1774,34	
1768,14	
1762,38	
1757,06	
1752,06	
1747,33	
1742,64	
1737,99	
1733,35	
1728,57	
1723,61	
1718,52	
1713,30	
1707,81	
1702,27	
1696,51	
1690,53	
1684,41	
1678,07	
1671,55	
1664,86	
1658,03	
1650,93	
1643,70	
1636,33	
1628,74	
1621,10	
1613,33	
1605,61	
1597,80	
1590,16	
1582,53	
1574,98	
1567,48	
1560,02	
1552,52	
1544,89	
1537,12	
1529,22	
1521,05	
1512,74	
1504,39	
1495,96	
1487,65	
1479,53	
1471,71	
1464,21	
1457,07	
1450,37	
1443,94	
1437,91	
1432,10	
1426,48	
1420,98	
1415,58	
1410,27	
1405,00	
1399,82	
1394,69	
1389,68	
1384,86	
1380,13	
1375,53	
1370,89	
1366,29	
1361,56	
1356,78	
1351,78	
1346,70	
1341,43	
1336,07	
1330,62	
1325,13	
1319,60	
1314,20	
1308,97	
1303,84	
1298,92	
1294,23	
1289,68	
1285,35	
1281,11	
1276,91	
1272,71	
1268,51	
1264,14	
1259,71	
1255,16	
1250,56	
1245,78	
1240,96	
1236,00	
1231,00	
1225,87	
1220,65	
1215,38	
1209,98	
1204,57	
1199,08	
1193,46	
1187,92	
1182,25	
1176,58	
1170,87	
1165,24	
1159,61	
1153,94	
1148,32	
1142,78	
1137,29	
1131,75	
1126,35	
1120,99	
1115,68	
1110,32	
1105,01	
1099,65	
1094,29	
1088,80	
1083,31	
1077,77	
1072,23	
1066,56	
1060,94	
1055,27	
1049,55	
1043,93	
1038,30	
1032,72	
1027,23	
1021,78	
1016,42	
1011,20	
1005,93	
1000,84	
995,75	
990,75	
985,62	
980,66	
975,62	
970,62	
965,57	
960,53	
955,44	
950,48	
945,39	
940,43	
935,48	
930,61	
925,70	
920,92	
916,10	
911,46	
906,77	
902,17	
897,62	
893,11	
888,69	
884,36	
880,12	
875,92	
871,81	
867,80	
863,82	
859,94	
856,06	
852,26	
848,47	
844,72	
841,06	
837,31	
833,60	
829,94	
826,23	
822,57	
818,96	
815,30	
811,68	
807,93	
804,31	
800,52	
796,77	
792,97	
789,09	
785,12	
781,14	
777,08	
772,97	
768,78	
764,54	
760,16	
755,74	
751,23	
746,72	
742,21	
737,53	
732,79	
728,02	
723,24	
718,42	
713,69	
708,87	
704,09	
699,36	
694,67	
689,89	
685,25	
680,52	
675,83	
671,01	
666,28	
661,46	
656,59	
651,68	
646,73	
641,64	
636,55	
631,46	
626,24	
620,97	
615,66	
610,25	
604,85	
599,36	
593,96	
588,38	
582,71	
577,13	
571,42	
565,70	
559,90	
554,05	
548,25	
542,31	
536,46	
530,44	
524,50	
518,56	
512,49	
506,51	
500,57	
494,63	
488,70	
482,80	
476,95	
471,20	
465,48	
459,77	
454,19	
448,65	
443,03	
437,54	
432,13	
426,64	
421,24	
415,84	
410,48	
405,13	
399,82	
394,59	
389,33	
384,10	
378,97	
373,79	
368,70	
363,66	
358,70	
353,70	
348,88	
344,06	
339,28	
334,64	
330,04	
325,67	
321,29	
317,01	
312,86	
308,84	
304,91	
301,07	
297,27	
293,70	
290,09	
286,65	
283,17	
279,82	
276,56	
273,26	
270,13	
266,96	
263,93	
260,89	
257,95	
255,04	
252,19	
249,42	
246,61	
243,84	
241,16	
238,48	
235,85	
233,30	
230,72	
228,22	
225,76	
223,35	
221,03	
218,71	
216,43	
214,24	
212,10	
210,05	
208,08	
206,12	
204,33	
202,55	
200,81	
199,15	
197,55	
195,98	
194,47	
192,99	
191,57	
190,14	
188,71	
187,32	
186,07	
184,78	
183,57	
182,32	
181,25	
180,18	
179,20	
178,26	
177,37	
176,52	
175,81	
175,09	
174,42	
173,84	
173,26	
172,77	
172,28	
171,97	
171,66	
171,39	
171,25	
171,12	
171,12	
171,21	
171,25	
171,43	
171,61	
171,88	
172,10	
172,46	
172,86	
173,22	
173,66	
174,16	
174,78	
175,36	
176,08	
176,83	
177,59	
178,44	
179,47	
180,45	
181,57	
182,77	
184,02	
185,41	
186,88	
188,40	
189,96	
191,66	
193,44	
195,32	
197,24	
199,29	
201,48	
203,67	
206,03	
208,44	
211,03	
213,71	
216,48	
219,42	
222,50	
225,67	
229,02	
232,55	
236,12	
239,92	
243,80	
247,91	
252,06	
256,43	
260,90	
265,54	
270,32	
275,27	
280,32	
285,54	
290,94	
296,48	
302,20	
308,00	
313,89	
319,96	
326,13	
332,51	
338,94	
345,55	
352,33	
359,30	
366,35	
373,63	
381,08	
388,67	
396,40	
404,30	
412,29	
420,51	
428,81	
437,25	
445,77	
454,30	
463,01	
471,71	
480,51	
489,39	
498,23	
507,11	
516,13	
525,15	
534,21	
543,36	
552,56	
561,76	
570,95	
580,24	
589,48	
598,72	
607,92	
617,12	
626,27	
635,38	
644,48	
653,50	
662,38	
671,27	
680,06	
688,81	
697,43	
705,96	
714,40	
722,70	
730,87	
738,91	
746,76	
754,49	
761,99	
769,44	
776,63	
783,69	
790,61	
797,30	
803,78	
810,16	
816,23	
822,12	
827,88	
833,33	
838,69	
843,82	
848,78	
853,47	
858,02	
862,35	
866,46	
870,43	
874,05	
877,62	
880,83	
883,87	
886,64	
889,23	
891,51	
893,60	
895,52	
897,22	
898,74	
900,08	
901,19	
902,18	
903,03	
903,56	
904,05	
904,32	
904,50	
904,41	
904,19	
903,87	
903,29	
902,62	
901,87	
901,02	
899,99	
899,01	
897,80	
896,64	
895,39	
894,05	
892,67	
891,29	
889,81	
888,25	
886,69	
885,08	
883,52	
881,87	
880,21	
878,52	
876,87	
875,21	
873,56	
871,82	
870,17	
868,52	
866,87	
865,17	
863,47	
861,78	
860,13	
858,52	
856,91	
855,35	
853,79	
852,27	
850,71	
849,28	
847,80	
846,33	
844,90	
843,43	
841,96	
840,48	
839,05	
837,58	
836,20	
834,72	
833,34	
831,95	
830,61	
829,19	
827,80	
826,42	
825,03	
823,65	
822,22	
820,84	
